股票名稱,持股(%)
1.台積電,1.14%
2.鴻海,0.23%
3.台塑,0.10%
4.南亞,0.09%
5.國泰金,0.08%
6.中華電,0.08%
7.台化,0.08%
8.中信金,0.07%
9.富邦金,0.07%
10.統一,0.07%
