股票名稱,持股(%)
1.MICROSOFT CORP,7.01%
2.APPLE INC,6.02%
3.NVIDIA CORP,4.45%
4.AMAZON.COM INC,3.66%
5.META PLATFORMS INC-CLASS A,2.48%
6.ALPHABET INC-CL A,1.87%
7.BERKSHIRE HATHAWAY INC-CL B,1.70%
8.ALPHABET INC-CL C,1.59%
9.ELI LILLY & CO,1.37%
10.BROADCOM INC,1.30%
