股票名稱,持股(%)
1.台積電,26.40%
2.聯詠,4.54%
3.聯發科,4.23%
4.亞德客-KY,4.16%
5.世芯-KY,4.02%
6.永豐金,3.66%
7.上海商銀,2.81%
8.智邦,2.73%
9.元大金,2.59%
10.遠傳,2.42%
