股票名稱,持股(%)
1.Vertiv Holdings Co,10.23%
2.寧德時代,9.93%
3.TDK公司,8.51%
4.雅保公司,6.84%
5.LG化學有限公司,6.76%
6.三星電管,6.49%
7.LG Energy Solution Ltd,5.17%
8.EcoPro BM有限公司,3.91%
9.Ecopro有限公司,3.85%
10.陽光電源,3.74%
