股票名稱,持股(%)
1.長榮鋼,2.67%
2.群光,2.65%
3.力成,2.58%
4.神基,2.57%
5.聯發科,2.42%
6.聯詠,2.40%
7.瑞昱,2.34%
8.原相,2.32%
9.美律,2.23%
10.達方,2.10%
