股票名稱,持股(%)
1.NVIDIA CORP,10.47%
2.ADVANCED MICRO DEVIC,9.84%
3.BROADCOM INC,8.71%
4.QUALCOMM INC,6.08%
5.INTEL CORP,4.79%
6.APPLIED MATERIALS IN,4.17%
7.LAM RESEARCH CORP,4.05%
8.MARVELL TECHNOLOGY,3.98%
9.KLA-TENCOR CORP.,3.88%
10.ASML HOLDING-NY,3.87%
