股票名稱,持股(%)
1.FAST RETAILING CO LTD,11.05%
2.TOKYO ELECTRON LTD,9.42%
3.SOFTBANK GROUP CORP,4.28%
4.ADVANTEST CORP,4.16%
5.SHIN-ETSU CHEMICAL CO LTD,2.50%
6.KDDI CORP,2.12%
7.TDK CORP,1.85%
8.TERUMO CORP,1.84%
9.FANUC CORP,1.71%
10.DAIKIN INDUSTRIES LTD,1.70%
