股票名稱,持股(%)
1.富邦金,9.17%
2.中華電,8.75%
3.中信金,8.12%
4.國泰金,6.28%
5.兆豐金,6.18%
6.玉山金,5.58%
7.台塑,5.45%
8.統一,5.27%
9.元大金,4.76%
10.第一金,4.30%
