股票名稱,持股(%)
1.台積電,28.16%
2.聯發科,20.26%
3.台塑,4.48%
4.聯詠,4.02%
5.南亞,3.86%
6.大立光,3.84%
7.研華,3.45%
8.可成,2.80%
9.矽力*-KY,2.46%
10.川湖,2.33%
