股票名稱,持股(%)
1.Toyota Motor Corp,4.92%
2.Mitsubishi UFJ Financial Group Inc,2.29%
3.Sony Corp,2.26%
4.Tokyo Electron Ltd,1.94%
5.KEYENCE CORP,1.74%
6.Mitsubishi Corp,1.61%
7.Hitachi Ltd,1.52%
8.Sumitomo Mitsui Financial Group Inc,1.45%
9.Shin-Etsu Chemical Co Ltd,1.42%
10.Nippon Telegraph & Telephone Corp,1.35%
