股票名稱,持股(%)
1.統一,9.62%
2.台灣大,6.63%
3.遠傳,5.97%
4.可成,4.66%
5.仁寶,4.64%
6.統一超,3.81%
7.鴻海,3.65%
8.瑞儀,2.69%
9.宏全,2.68%
10.寶成,2.50%
