股票名稱,持股(%)
1.鈊象,11.26%
2.聯發科,11.16%
3.漢唐,10.61%
4.新光鋼,8.39%
5.聯電,7.55%
6.台橡,7.36%
7.台聚,7.25%
8.南帝,4.77%
9.明安,4.53%
10.聯詠,4.50%
