股票名稱,持股(%)
1.NEXTRACKER INC-CL A,6.63%
2.ENPHASE ENERGY INC,5.25%
3.MERIDIAN ENERGY LTD,5.15%
4.FIRST SOLAR INC,4.55%
5.VESTAS WIND SYSTEMS A/S,4.53%
6.ORMAT TECHNOLOGIES INC,4.49%
7.CHUBU ELECTRIC POWER CO INC,4.43%
8.SOLAREDGE TECHNOLOGIES INC,4.06%
9.BROOKFIELD RENEWABLE COR-A,3.87%
10.VERBUND AG,3.79%
