股票名稱,持股(%)
1.KWEICHOW MOUTAI CO LTD-A,14.81%
2.CONTEMPORARY AMPEREX TECHN-A,5.00%
3.CHINA MERCHANTS BANK-A,4.60%
4.CHINA YANGTZE POWER CO LTD-A,4.27%
5.WULIANGYE YIBIN CO LTD-A,3.84%
6.PING AN INSURANCE GROUP CO-A,3.23%
7.IND & COMM BK OF CHINA-A,2.86%
8.AGRICULTURAL BANK OF CHINA-A,2.76%
9.SHENZHEN MINDRAY BIO-MEDIC-A,2.44%
10.BYD CO LTD -A,2.41%
