股票名稱,持股(%)
1.材料-KY,3.55%
2.亞德客-KY,3.49%
3.台積電,3.42%
4.上緯投控,3.38%
5.聯詠,3.36%
6.廣達,3.25%
7.聯強,3.23%
8.成霖,3.22%
9.東和鋼鐵,3.14%
10.大亞,3.13%
