股票名稱,持股(%)
1.群光,7.22%
2.東陽,3.58%
3.瑞昱,3.39%
4.台光電,3.03%
5.英業達,2.45%
6.聯強,2.16%
7.川湖,1.76%
8.鴻海,1.74%
9.聯電,1.20%
10.佳世達,0.68%
