股票名稱,持股(%)
1.ALTRIA GROUP INC,2.84%
2.VERIZON COMMUNICATIONS INC,2.68%
3.AT&T INC,2.67%
4.KINDER MORGAN INC,2.61%
5.DOMINION ENERGY INC,2.44%
6.ONEOK INC,2.36%
7.CROWN CASTLE INC,2.25%
8.LYONDELLBASELL INDU-CL A,2.22%
9.SIMON PROPERTY GROUP INC,2.17%
10.WILLIAMS COS INC,2.16%
