股票名稱,持股(%)
1.MICROSOFT,13.89%
2.微狄亞視訊,11.05%
3.Alphabet INC-CL A,7.54%
4.禮來,6.40%
5.Meta Platforms Inc,5.45%
6.Exxon Mobil,4.14%
7.諾和諾德公司,4.05%
8.寶鹼,3.76%
9.艾伯維藥品有限公司,3.12%
10.博通有限公司,3.10%
