股票名稱,持股(%)
1.長榮,12.16%
2.瑞昱,10.38%
3.聯電,8.39%
4.聯詠,7.31%
5.聯發科,5.57%
6.中美晶,5.21%
7.健鼎,3.89%
8.力成,3.62%
9.鈊象,3.37%
10.漢唐,3.18%
