股票名稱,持股(%)
1.台積電,32.64%
2.聯發科,13.11%
3.鴻海,9.50%
4.廣達,4.87%
5.台達電,4.74%
6.聯電,4.35%
7.聯詠,2.60%
8.緯創,2.41%
9.智邦,2.16%
10.瑞昱,2.05%
