股票名稱,持股(%)
1.騰訊控股,19.25%
2.阿里巴巴,12.47%
3.拼多多公司,6.16%
4.建設銀行,5.02%
5.美團-W,4.25%
6.網易,3.89%
7.工商銀行,2.83%
8.中國銀行,2.64%
9.中國平安,2.48%
10.百度股份有限公司,2.38%
