股票名稱,持股(%)
1.阿里巴巴-SW,8.27%
2.建設銀行,8.07%
3.騰訊控股,7.30%
4.美團-W,6.54%
5.工商銀行,4.55%
6.中國銀行,3.94%
7.理想汽車-W,3.73%
8.中國平安,3.59%
9.小米集團-W,3.54%
10.比亞迪股份,3.05%
