股票名稱,持股(%)
1.BROADCOM INC,9.73%
2.台積電,8.55%
3.SAMSUNG ELECTRONICS CO LTD,6.87%
4.APPLE INC,6.68%
5.QUALCOMM INC,6.41%
6.APPLIED MATERIALS INC,6.12%
7.CISCO SYSTEMS INC,5.62%
8.LAM RESEARCH CORP,4.49%
9.TOKYO ELECTRON LTD,4.00%
10.VERIZON COMMUNICATIONS INC,3.97%
