股票名稱,持股(%)
1.台積電,28.53%
2.聯發科,3.80%
3.鴻海,2.68%
4.中華電,1.95%
5.廣達,1.87%
6.富邦金,1.81%
7.台達電,1.59%
8.台塑化,1.48%
9.聯電,1.42%
10.國泰金,1.38%
