股票名稱,持股(%)
1.ASML Holding NV,3.38%
2.NOVO NORDISK A/S,3.38%
3.Nestle SA,2.54%
4.LVMH Moet Hennessy Louis Vuitton SE,2.05%
5.Novartis AG,1.92%
6.SHELL PLC,1.87%
7.SAP SE,1.86%
8.AstraZeneca PLC,1.70%
9.Roche Holding AG,1.66%
10.HSBC Holdings PLC,1.38%
