股票名稱,持股(%)
1.長榮,10.34%
2.萬海,7.24%
3.大成鋼,4.77%
4.中信金,4.57%
5.永豐金,4.22%
6.統一,4.19%
7.儒鴻,4.07%
8.上海商銀,3.78%
9.兆豐金,3.77%
10.寶成,3.71%
