股票名稱,持股(%)
1.台積電,30.83%
2.聯發科,4.94%
3.鴻海,4.08%
4.中華電,3.33%
5.廣達,3.32%
6.富邦金,3.10%
7.台達電,2.94%
8.日月光投控,2.85%
9.國泰金,2.68%
10.聯電,2.67%
