股票名稱,持股(%)
1.聯發科,5.92%
2.聚陽,5.38%
3.群光,5.26%
4.大聯大,4.96%
5.瑞昱,4.77%
6.矽創,4.50%
7.華通,4.27%
8.京元電子,4.23%
9.力成,4.21%
10.瑞儀,4.10%
