股票名稱,持股(%)
1.台積電,32.20%
2.聯發科,8.67%
3.瑞昱,4.29%
4.聯詠,4.22%
5.日月光投控,4.16%
6.聯電,4.06%
7.鴻海,3.80%
8.創意,2.90%
9.富邦金,1.94%
10.台達電,1.94%
