股票名稱,持股(%)
1.台積電,12.22%
2.鴻海,5.86%
3.聯發科,4.02%
4.台達電,3.74%
5.中華電,3.49%
6.緯創,3.37%
7.台塑,2.95%
8.和泰車,2.82%
9.中鋼,2.64%
10.中租-KY,2.60%
