股票名稱,持股(%)
1.NVIDIA CORP,12.35%
2.META PLATFORMS INC,11.62%
3.Amazon.com Inc,8.23%
4.APPLE INC,7.35%
5.ADVANCED MICRO DEVICES,6.43%
6.Alphabet Inc-CL A,5.50%
7.Microsoft Corp,5.48%
8.CEVA INC,3.70%
9.HIMAX TECHNOLOGIES INC,3.47%
10.ROBLOX CORP,3.26%
