股票名稱,持股(%)
1.聯發科,6.53%
2.大聯大,5.45%
3.群光,5.14%
4.聯詠,4.51%
5.力成,4.26%
6.瑞昱,4.14%
7.健鼎,3.94%
8.京元電子,3.91%
9.聯強,3.43%
10.日月光投控,3.37%
