股票名稱,持股(%)
1.台積電,45.07%
2.聯發科,4.59%
3.鴻海,3.41%
4.廣達,1.66%
5.台達電,1.52%
6.聯電,1.46%
7.富邦金,1.41%
8.中信金,1.38%
9.中華電,1.22%
10.兆豐金,1.18%
