股票名稱,持股(%)
1.中國神華,4.34%
2.中國宏橋,3.38%
3.中煤能源,3.36%
4.東風集團股份,3.19%
5.東岳集團,3.10%
6.農業銀行,3.06%
7.中信銀行,3.04%
8.中國光大銀行,2.99%
9.光大環境,2.91%
10.北控水務集團,2.88%
