股票名稱,持股(%)
1.ASML HOLDING NV,9.58%
2.LVMH MOET HENNESSY LOUIS VUI,5.95%
3.SAP SE,4.82%
4.TOTALENERGIES SE,3.88%
5.SIEMENS AG-REG,3.74%
6.SCHNEIDER ELECTRIC SE,3.28%
7.L`OREAL,2.93%
8.ALLIANZ SE-REG,2.80%
9.SANOFI,2.75%
10.AIR LIQUIDE SA,2.69%
