股票名稱,持股(%)
1.PKSHA TECHNOLOGY INC,3.08%
2.SENTINELONE INC -CLASS A,2.29%
3.ILLUMINA INC,2.13%
4.NICE LTD - SPON ADR,2.01%
5.C3.AI INC-A,1.97%
6.PEGASYSTEMS INC,1.95%
7.QINETIQ GROUP PLC,1.95%
8.CIENA CORP,1.93%
9.UIPATH INC - CLASS A,1.87%
10.GENTEX CORP,1.87%
