股票名稱,持股(%)
1.台積電,24.31%
2.聯發科,9.66%
3.台達電,4.67%
4.聯詠,4.24%
5.瑞昱,3.89%
6.智邦,3.50%
7.奇鋐,3.41%
8.緯穎,3.03%
9.力旺,2.98%
10.國巨,2.98%
