股票名稱,持股(%)
1.普洛斯,9.79%
2.美國電塔,7.52%
3.Equinix公司,6.59%
4.Welltower Inc,4.03%
5.皇冠城堡公司,3.88%
6.賽門物業集團,3.68%
7.公共存儲公司,3.64%
8.數位不動產信託公司,3.53%
9.Realty Income Corp,3.45%
10.科斯塔集團公司,2.66%
