股票名稱,持股(%)
1.超微半導體公司,5.32%
2.微狄亞視訊,5.24%
3.Meta平台公司,4.97%
4.沃爾瑪公司,4.95%
5.奧多比系統公司,4.92%
6.Microsoft Corp,4.91%
7.台積電,4.88%
8.特斯拉公司,4.85%
9.艾司摩爾控股公司,4.80%
10.蘋果公司,4.76%
