股票名稱,持股(%)
1.聯發科,22.39%
2.台積電,20.98%
3.聯電,8.12%
4.日月光投控,6.50%
5.聯詠,5.07%
6.世芯-KY,4.39%
7.瑞昱,4.00%
8.力旺,2.74%
9.大聯大,2.12%
10.創意,1.99%
