股票名稱,持股(%)
1.台積電,45.03%
2.聯發科,4.62%
3.鴻海,3.39%
4.廣達,1.67%
5.台達電,1.51%
6.聯電,1.46%
7.富邦金,1.41%
8.中信金,1.37%
9.中華電,1.21%
10.兆豐金,1.18%
