股票名稱,持股(%)
1.聯詠,3.45%
2.聯發科,3.18%
3.瑞昱,2.91%
4.大聯大,2.80%
5.聯電,2.69%
6.華碩,2.65%
7.仁寶,2.62%
8.和碩,2.58%
9.群光,2.56%
10.文曄,2.51%
