股票名稱,持股(%)
1.台積電,32.80%
2.聯發科,6.34%
3.鴻海,4.59%
4.台達電,2.38%
5.廣達,2.31%
6.聯電,2.14%
7.中信金,2.00%
8.富邦金,1.97%
9.日月光投控,1.77%
10.中華電,1.71%
