股票名稱,持股(%)
1.台積電,26.16%
2.聯發科,6.96%
3.聯詠,6.90%
4.瑞昱,6.79%
5.力旺,5.97%
6.日月光投控,5.92%
7.聯電,5.06%
8.創意,4.35%
9.環球晶,3.77%
10.達發,3.22%
