股票名稱,持股(%)
1.BEAM THERAPEUTICS INC,3.76%
2.CRISPR THERAPEUTICS AG,3.64%
3.TWIST BIOSCIENCE CORP,3.32%
4.ILLUMINA INC,3.31%
5.INTELLIA THERAPEUTICS INC,3.12%
6.THERMO FISHER SCIENTIFIC INC,2.89%
7.EDITAS MEDICINE INC,2.86%
8.VERTEX PHARMACEUTICALS INC,2.85%
9.LONZA GROUP AG-REG,2.81%
10.ABBVIE INC,2.70%
