股票名稱,持股(%)
1.台積電,31.59%
2.聯發科,16.84%
3.聯電,5.58%
4.日月光投控,4.37%
5.世芯-KY,3.79%
6.瑞昱,3.60%
7.聯詠,3.35%
8.力旺,2.82%
9.創意,2.18%
10.矽力*-KY,2.12%
