股票名稱,持股(%)
1.NVIDIA CORP,12.08%
2.META PLATFORMS INC-CLASS A,9.26%
3.MICROSOFT CORP,7.93%
4.APPLE INC,6.62%
5.BROADCOM INC,4.86%
6.ALPHABET INC-CL A,3.99%
7.ALPHABET INC-CL C,3.39%
8.ADVANCED MICRO DEVICES,2.72%
9.SALESFORCE INC,2.62%
10.ADOBE INC,2.23%
