股票名稱,持股(%)
1.神基,5.77%
2.瑞儀,5.76%
3.致伸,5.12%
4.中美晶,5.11%
5.長榮航,4.99%
6.群光,4.76%
7.裕隆,4.69%
8.力成,4.66%
9.頎邦,4.60%
10.聚陽,4.57%
