股票名稱,持股(%)
1.HDFC Bank Ltd,8.84%
2.RELIANCE INDUSTRIES LTD,8.28%
3.ICICI Bank Ltd,6.18%
4.Infosys Ltd,5.01%
5.Tata Consultancy Services Ltd,3.47%
6.Larsen & Toubro Ltd,3.45%
7.ITC Ltd,3.02%
8.Axis Bank Ltd,2.50%
9.State Bank of India,2.41%
10.Bharti Airtel Ltd,2.38%
