股票名稱,持股(%)
1.台積電,50.24%
2.聯發科,5.14%
3.鴻海,3.73%
4.台達電,1.93%
5.廣達,1.87%
6.聯電,1.74%
7.中信金,1.62%
8.富邦金,1.60%
9.日月光投控,1.44%
10.中華電,1.39%
