股票名稱,持股(%)
1.台積電,41.85%
2.聯發科,4.27%
3.鴻海,3.34%
4.中華電,2.19%
5.廣達,2.10%
6.富邦金,2.07%
7.台達電,1.79%
8.台塑化,1.66%
9.國泰金,1.55%
10.聯電,1.43%
