股票名稱,持股(%)
1.台積電,44.99%
2.聯發科,5.27%
3.鴻海,3.28%
4.台達電,2.65%
5.中華電,2.33%
6.廣達,2.23%
7.聯電,1.65%
8.日月光投控,1.54%
9.緯穎,1.14%
10.聯詠,0.90%
