股票名稱,持股(%)
1.貴州茅臺,9.22%
2.中國平安,4.28%
3.招商銀行,3.67%
4.長江電力,2.27%
5.興業銀行,2.24%
6.紫金礦業,2.00%
7.中信証券,1.93%
8.恒瑞醫藥,1.76%
9.工商銀行,1.73%
10.伊利股份,1.67%
