股票名稱,持股(%)
1.聯發科,8.97%
2.聯詠,7.42%
3.日月光投控,6.53%
4.瑞昱,6.24%
5.聯電,5.95%
6.華碩,3.90%
7.大聯大,3.68%
8.欣興,3.44%
9.萬海,3.39%
10.鈊象,3.31%
