股票名稱,持股(%)
1.長榮,6.60%
2.聯發科,5.39%
3.聯詠,5.25%
4.漢唐,4.95%
5.台積電,4.94%
6.鈊象,4.91%
7.中信金,4.80%
8.潤隆,4.73%
9.中美晶,4.53%
10.鴻海,4.53%
