股票名稱,持股(%)
1.台積電,29.97%
2.聯發科,14.51%
3.富邦金,5.33%
4.台達電,5.26%
5.中華電,5.15%
6.國泰金,3.64%
7.台塑,3.21%
8.聯詠,2.88%
9.南亞,2.77%
10.世芯-KY,2.44%
