股票名稱,持股(%)
1.浙江滬杭甬,5.00%
2.HIGHWOODS PROPERTIES INC,4.16%
3.招商局港口,4.05%
4.GLOBAL NET LEASE INC,4.00%
5.OMEGA HEALTHCARE INVESTORS INC,3.98%
6.LXI REIT PLC,3.70%
7.ASSURA PLC,3.70%
8.SABRA HEALTH CARE REIT INC,3.67%
9.PRIMARY HEALTH PROPERTIES,3.54%
10.SERVICE PROPERTIES TRUST,3.35%
