股票名稱,持股(%)
1.Microsoft Corp,8.73%
2.APPLE INC,7.98%
3.NVIDIA CORP,5.55%
4.Amazon.com Inc,5.18%
5.META PLATFORMS INC,4.91%
6.Broadcom Inc,4.45%
7.Tesla Inc,2.76%
8.Costco Wholesale Corp,2.41%
9.Alphabet Inc-CL A,2.33%
10.ADVANCED MICRO DEVICES,2.28%
