股票名稱,持股(%)
1.台積電,31.87%
2.聯發科,10.13%
3.鴻海,5.11%
4.廣達,3.93%
5.台達電,3.50%
6.聯電,3.35%
7.日月光投控,2.76%
8.瑞昱,2.71%
9.聯詠,2.18%
10.華碩,2.04%
