股票名稱,持股(%)
1.C 11.949,6.01%
2.WFC 4 3/4 PERP,3.87%
3.T 4 3/4 PERP,3.36%
4.GS 6.23296 PERP,2.88%
5.COF 5 PERP,2.85%
6.ALL 5.1 PERP,2.47%
7.T 5 PERP,2.46%
8.DUK 5 3/4 PERP,2.35%
9.COF 4.8 PERP,2.29%
10.WFC 4.7 PERP,2.25%
