股票名稱,持股(%)
1.華碩,5.36%
2.聯發科,4.46%
3.大聯大,4.44%
4.仁寶,4.26%
5.技嘉,4.22%
6.瑞昱,4.06%
7.英業達,4.04%
8.緯創,4.02%
9.聯強,3.95%
10.廣達,3.46%
