股票名稱,持股(%)
1.寧德時代,7.30%
2.美的集團,5.39%
3.五 糧 液,4.61%
4.東方財富,3.14%
5.格力電器,3.09%
6.比亞迪股份,2.89%
7.邁瑞醫療,2.72%
8.瀘州老窖,2.33%
9.立訊精密,2.25%
10.京東方,2.24%
