股票名稱,持股(%)
1.聯發科,16.09%
2.台積電,15.95%
3.聯電,7.72%
4.日月光投控,7.32%
5.聯詠,6.06%
6.瑞昱,5.12%
7.中美晶,3.63%
8.力成,3.49%
9.環球晶,3.33%
10.世界,2.83%
