股票名稱,持股(%)
1.VESTAS WIND SYSTEM,10.93%
2.TDK Corp,8.25%
3.台達電,7.32%
4.FIRST SOLAR INC,6.32%
5.Iberdrola SA,6.31%
6.SAMSUNG SDI CO LTD,6.27%
7.ENPHASE ENERGY INC,5.71%
8.TERNA SPA,5.27%
9.RWE AG,4.58%
10.ORSTED A/S,4.34%
